,actor_id,outcoming_neighbors_cnt,incoming_neighbors_cnt,neighbors_cnt,outcoming_tx_cnt,incoming_tx_cnt,incoming_minus_outcoming_tx_cnt,address,class
822,1915xpmcmuNq7GvYhAtjnydNpoinFxwVmS,0.0,225.0,225.0,0.0,1.0,1.0,1915xpmcmuNq7GvYhAtjnydNpoinFxwVmS,2
824,192TAu3s3AYfXG4f5r45FWjJm9iizMH21f,122.0,0.0,122.0,4.0,0.0,-4.0,192TAu3s3AYfXG4f5r45FWjJm9iizMH21f,2
828,1959LcjhcuecyzmkVH7LgcZhBEEyCL4KFv,501.0,0.0,501.0,1.0,0.0,-1.0,1959LcjhcuecyzmkVH7LgcZhBEEyCL4KFv,2
829,195Az42GBNY48bv1DJS799nCaW8goJo5Rk,1.0,102.0,103.0,1.0,3.0,2.0,195Az42GBNY48bv1DJS799nCaW8goJo5Rk,2
830,195SmnATRRhzvXJjn2qDBo2rjqxhDpDvqQ,501.0,0.0,501.0,1.0,0.0,-1.0,195SmnATRRhzvXJjn2qDBo2rjqxhDpDvqQ,2
833,1964zhVpkufMJcZ48cANMvhLRGRX2S8rWB,0.0,104.0,104.0,0.0,2.0,2.0,1964zhVpkufMJcZ48cANMvhLRGRX2S8rWB,2
834,196A4uaZtP8dQpuzjfbZfcPZoQ8J63rAdL,501.0,0.0,501.0,1.0,0.0,-1.0,196A4uaZtP8dQpuzjfbZfcPZoQ8J63rAdL,2
837,198tJiQ7vfFDW9oYFmSkZ4xC6WrbU5NeTq,0.0,112.0,112.0,0.0,3.0,3.0,198tJiQ7vfFDW9oYFmSkZ4xC6WrbU5NeTq,2
838,199Keo6m26dok2MtPSFQTvPDG8b28DWyPZ,249.0,0.0,249.0,1.0,0.0,-1.0,199Keo6m26dok2MtPSFQTvPDG8b28DWyPZ,2
841,19BzUKpLEXW8ejB6vKfbhy7HDq7K2VYWDi,501.0,0.0,501.0,1.0,0.0,-1.0,19BzUKpLEXW8ejB6vKfbhy7HDq7K2VYWDi,2
843,19CPBoFrgdX4WRoBip7AXMA8sPYMVEw98X,0.0,390.0,390.0,0.0,4.0,4.0,19CPBoFrgdX4WRoBip7AXMA8sPYMVEw98X,2
844,19DCSptpJYbTQExHVRXmDx9N7tsvKZtien,0.0,103.0,103.0,0.0,1.0,1.0,19DCSptpJYbTQExHVRXmDx9N7tsvKZtien,2
845,19Fccermh35wSqhwiZGNsHmsGWrBYFfTSa,249.0,0.0,249.0,1.0,0.0,-1.0,19Fccermh35wSqhwiZGNsHmsGWrBYFfTSa,2
846,19FtXhxVqwrVoJYCz8PhH1Unr3MLNBseTR,185.0,0.0,185.0,2.0,0.0,-2.0,19FtXhxVqwrVoJYCz8PhH1Unr3MLNBseTR,2
847,19FwfjipG4oFVbDe4ZAYQM6HpS7rS83xN6,125.0,0.0,125.0,1.0,0.0,-1.0,19FwfjipG4oFVbDe4ZAYQM6HpS7rS83xN6,2
850,19HPqBC8XBV3WUXPuz34H61hbMkgGomDE3,0.0,155.0,155.0,0.0,1.0,1.0,19HPqBC8XBV3WUXPuz34H61hbMkgGomDE3,2
852,19JDvNdQpvJNACjmFo5oyaTkFhp6ZkYYPY,501.0,0.0,501.0,1.0,0.0,-1.0,19JDvNdQpvJNACjmFo5oyaTkFhp6ZkYYPY,2
853,19JPFqn2RdNvgrUW3gFKYncKz6GRPKKPG7,0.0,102.0,102.0,0.0,2.0,2.0,19JPFqn2RdNvgrUW3gFKYncKz6GRPKKPG7,2
854,19JyX6UejYt3moY3nTVK3uANMutS5L87N6,249.0,0.0,249.0,1.0,0.0,-1.0,19JyX6UejYt3moY3nTVK3uANMutS5L87N6,2
855,19KNANt6NSijrGR8PXAEJr1tEsLPhgYEXS,0.0,104.0,104.0,0.0,1.0,1.0,19KNANt6NSijrGR8PXAEJr1tEsLPhgYEXS,2
858,19LB9xitzEQpMMVQUARWzxTVWgAn2rwBdn,2.0,100.0,102.0,1.0,1.0,0.0,19LB9xitzEQpMMVQUARWzxTVWgAn2rwBdn,2
861,19P81SeYe1aGAZDFLBUQ1PQSG91xi33guX,0.0,102.0,102.0,0.0,2.0,2.0,19P81SeYe1aGAZDFLBUQ1PQSG91xi33guX,2
863,19QEyJwHhi3kjcAQe4SuQVcXyRbUK24Cc9,501.0,0.0,501.0,1.0,0.0,-1.0,19QEyJwHhi3kjcAQe4SuQVcXyRbUK24Cc9,2
866,19SL5xFriTgX31nxJe1ChiPbGDaTexxXHt,149.0,1.0,150.0,3.0,2.0,-1.0,19SL5xFriTgX31nxJe1ChiPbGDaTexxXHt,2
870,19UU8rqTCz6rsr61qdDZjC7tnwkpF8wLW3,0.0,202.0,202.0,0.0,2.0,2.0,19UU8rqTCz6rsr61qdDZjC7tnwkpF8wLW3,2
874,19XBCbVDFWtMz3MbjS6RfpUG1veDWKoUTz,0.0,104.0,104.0,0.0,1.0,1.0,19XBCbVDFWtMz3MbjS6RfpUG1veDWKoUTz,2
875,19XLjEswgycrtbX1TcCJ8grw8zZYvbNaG6,0.0,112.0,112.0,0.0,4.0,4.0,19XLjEswgycrtbX1TcCJ8grw8zZYvbNaG6,2
876,19Y434neC37cvPTFZvDBpajURbFuuKHj5u,501.0,0.0,501.0,1.0,0.0,-1.0,19Y434neC37cvPTFZvDBpajURbFuuKHj5u,2
877,19YARWqGPcqh9JJXZ73BYKtTQLR6zrebEo,501.0,0.0,501.0,1.0,0.0,-1.0,19YARWqGPcqh9JJXZ73BYKtTQLR6zrebEo,2
879,19ZQRBCySoZykdSmPeaezNfeQ9gG3VKJv9,250.0,0.0,250.0,1.0,0.0,-1.0,19ZQRBCySoZykdSmPeaezNfeQ9gG3VKJv9,2
880,19ZRFm4vyzc7BasScQeyoRrB8JEJYCidML,999.0,0.0,999.0,2.0,0.0,-2.0,19ZRFm4vyzc7BasScQeyoRrB8JEJYCidML,2
881,19a8oS1nn7YJ9kmShzBpEwy7f1NM9V7APX,0.0,388.0,388.0,0.0,4.0,4.0,19a8oS1nn7YJ9kmShzBpEwy7f1NM9V7APX,2
885,19cAERqoH4TH74zRgXf6yvMcZVHXdHN2T3,2.0,101.0,103.0,1.0,3.0,2.0,19cAERqoH4TH74zRgXf6yvMcZVHXdHN2T3,2
886,19cbfYmrgFP3AG38QhqLReFN1XAmzxvSCc,0.0,102.0,102.0,0.0,1.0,1.0,19cbfYmrgFP3AG38QhqLReFN1XAmzxvSCc,2
887,19dJBCVsvquagpupf5HHREWX3dxexKeH55,0.0,119.0,119.0,0.0,2.0,2.0,19dJBCVsvquagpupf5HHREWX3dxexKeH55,2
888,19dXJdFJL9jRF4jprNy9t6yLpjuumgoamu,501.0,0.0,501.0,1.0,0.0,-1.0,19dXJdFJL9jRF4jprNy9t6yLpjuumgoamu,2
889,19eJN6g8dJFubasMXm5UYFC6jfYx3nDKYV,2.0,119.0,121.0,1.0,1.0,0.0,19eJN6g8dJFubasMXm5UYFC6jfYx3nDKYV,2
890,19eZ3swmq9Hz47WUpWxK693gHipcypmJ9A,2.0,145.0,147.0,1.0,1.0,0.0,19eZ3swmq9Hz47WUpWxK693gHipcypmJ9A,2
894,19hqrxQtnioApbTgGxSWxGUpdiogPPWrL6,0.0,157.0,157.0,0.0,1.0,1.0,19hqrxQtnioApbTgGxSWxGUpdiogPPWrL6,2
895,19hrptpuVPpBXNxMu8RfmWcMnaK5L6fDqP,501.0,0.0,501.0,1.0,0.0,-1.0,19hrptpuVPpBXNxMu8RfmWcMnaK5L6fDqP,2
899,19m6c4efD4Ly72RzZLXN9bmsLeduBnjrNn,125.0,0.0,125.0,1.0,0.0,-1.0,19m6c4efD4Ly72RzZLXN9bmsLeduBnjrNn,2
901,19nBsfuRVYMk4u425kGtte8aLaXaSrx7Hc,2.0,101.0,103.0,1.0,1.0,0.0,19nBsfuRVYMk4u425kGtte8aLaXaSrx7Hc,2
905,19oeF43Fig9LsFFCu4qd3AXr8ZZNrNLvWN,48.0,100.0,148.0,2.0,3.0,1.0,19oeF43Fig9LsFFCu4qd3AXr8ZZNrNLvWN,2
906,19pUvTCkWohT2gnRb8b4a7DsskcZq1TGh3,501.0,0.0,501.0,1.0,0.0,-1.0,19pUvTCkWohT2gnRb8b4a7DsskcZq1TGh3,2
907,19pmR4oKTfjKhqx4WTCbfcFaTHvqrcqyjE,2.0,100.0,102.0,1.0,1.0,0.0,19pmR4oKTfjKhqx4WTCbfcFaTHvqrcqyjE,2
908,19pqJAUeKVba3FjddxJTBmbY5MSh3t3uQb,501.0,0.0,501.0,1.0,0.0,-1.0,19pqJAUeKVba3FjddxJTBmbY5MSh3t3uQb,2
910,19rEEditRaDGRdUzgJriPBHE5UBEWMQaNP,16.0,99.0,115.0,1.0,1.0,0.0,19rEEditRaDGRdUzgJriPBHE5UBEWMQaNP,2
913,19s5rywsNifXBcw2Koj2ipV69ViXgs5C9R,92.0,65.0,157.0,1.0,1.0,0.0,19s5rywsNifXBcw2Koj2ipV69ViXgs5C9R,2
914,19s9G2BtZN77XqUvPJCSiiPuxd3kQ29Gms,500.0,0.0,500.0,1.0,0.0,-1.0,19s9G2BtZN77XqUvPJCSiiPuxd3kQ29Gms,2
917,19u4HX8WBxEESpd7Q2rYckqU6qzdHNmXDd,125.0,0.0,125.0,1.0,0.0,-1.0,19u4HX8WBxEESpd7Q2rYckqU6qzdHNmXDd,2
920,19uYt1mJUPtbyi9sSgzk4a4rQ5GQaxpeiw,501.0,0.0,501.0,1.0,0.0,-1.0,19uYt1mJUPtbyi9sSgzk4a4rQ5GQaxpeiw,2
921,19vmTtW57BraWNzu6Q1niTPR6Mvb9eABt7,2.0,101.0,103.0,1.0,1.0,0.0,19vmTtW57BraWNzu6Q1niTPR6Mvb9eABt7,2
922,19wCoSpLR4oD6oEv6AjXJi65yJiLTQLA3B,501.0,0.0,501.0,1.0,0.0,-1.0,19wCoSpLR4oD6oEv6AjXJi65yJiLTQLA3B,2
924,19wvrwrD5FsS46smCW3HrLE3Xjq7Qd4TGK,23.0,100.0,123.0,1.0,1.0,0.0,19wvrwrD5FsS46smCW3HrLE3Xjq7Qd4TGK,2
925,19x2WojrjPNmTVWEfV9uLy3W6U7sN6pAct,501.0,0.0,501.0,1.0,0.0,-1.0,19x2WojrjPNmTVWEfV9uLy3W6U7sN6pAct,2
928,19zGyrzQFcu2XUVrAWfrdfPmtrNAMnEHtD,357.0,0.0,357.0,1.0,0.0,-1.0,19zGyrzQFcu2XUVrAWfrdfPmtrNAMnEHtD,2
929,19zooaBpeNfCiSVwgu3E1VitnRgtNrCGEE,500.0,0.0,500.0,1.0,0.0,-1.0,19zooaBpeNfCiSVwgu3E1VitnRgtNrCGEE,2
930,1A1BTuCfR5AmuU4MzgLhRF5ZMBh2hbKJ3L,844.0,0.0,844.0,1.0,0.0,-1.0,1A1BTuCfR5AmuU4MzgLhRF5ZMBh2hbKJ3L,2
934,1A3vMgyKZC5edMucFUWZfJP7JqJZHCzP81,501.0,0.0,501.0,1.0,0.0,-1.0,1A3vMgyKZC5edMucFUWZfJP7JqJZHCzP81,2
935,1A4NEY3QXCoN3DcxygwSiYnmTnBNMSUBEy,125.0,0.0,125.0,1.0,0.0,-1.0,1A4NEY3QXCoN3DcxygwSiYnmTnBNMSUBEy,2
936,1A4QfFnhxf3Metyn7xkKdreFaEhbGuyw8,0.0,128.0,128.0,0.0,1.0,1.0,1A4QfFnhxf3Metyn7xkKdreFaEhbGuyw8,2
938,1A4t4QcWg2r1UyT7EQVptDbeQihvSwvhc,1.0,101.0,102.0,1.0,1.0,0.0,1A4t4QcWg2r1UyT7EQVptDbeQihvSwvhc,2
944,1A6JKnPWFMjLghS4UKr1E8SBq2iuxA4ZKz,125.0,0.0,125.0,1.0,0.0,-1.0,1A6JKnPWFMjLghS4UKr1E8SBq2iuxA4ZKz,2
948,1A8eeoNXNGsYLkMAfWWsx8ZarS3kziCaD2,501.0,0.0,501.0,1.0,0.0,-1.0,1A8eeoNXNGsYLkMAfWWsx8ZarS3kziCaD2,2
949,1A9SCvffyGxN9pkqKaDppGJqTDnf8j1DUq,501.0,0.0,501.0,1.0,0.0,-1.0,1A9SCvffyGxN9pkqKaDppGJqTDnf8j1DUq,2
950,1A9XiqCAgaMH74EWSRg7yCspPp4Cpuyt76,94.0,69.0,163.0,2.0,2.0,0.0,1A9XiqCAgaMH74EWSRg7yCspPp4Cpuyt76,2
951,1A9jmtd9hebyXBTa8PfB4ma28heCuDJe1q,249.0,0.0,249.0,1.0,0.0,-1.0,1A9jmtd9hebyXBTa8PfB4ma28heCuDJe1q,2
952,1AAHURtL3KZrsenb8Z3dya8358HgS1ojLk,0.0,102.0,102.0,0.0,2.0,2.0,1AAHURtL3KZrsenb8Z3dya8358HgS1ojLk,2
954,1AAvV8gwEyF88xKbTdYhQWCoHEpYhDtM77,60.0,50.0,110.0,1.0,1.0,0.0,1AAvV8gwEyF88xKbTdYhQWCoHEpYhDtM77,2
956,1ABHVKhQZmdUaKG2QgyLSV5Loa9VMvdqTM,94.0,69.0,163.0,2.0,2.0,0.0,1ABHVKhQZmdUaKG2QgyLSV5Loa9VMvdqTM,2
957,1ABVDadNQMZy5yf2WEzGxHtCQouNmMuSq4,125.0,0.0,125.0,1.0,0.0,-1.0,1ABVDadNQMZy5yf2WEzGxHtCQouNmMuSq4,2
959,1AC7rPPLKXZWCog1iSbToFUazxRo4mxGhr,501.0,0.0,501.0,1.0,0.0,-1.0,1AC7rPPLKXZWCog1iSbToFUazxRo4mxGhr,2
961,1ACmyRHy9Jo5zG4wGq3iDGvaGHNQLiau1x,501.0,0.0,501.0,1.0,0.0,-1.0,1ACmyRHy9Jo5zG4wGq3iDGvaGHNQLiau1x,2
963,1ADdmJGkN4WS23vMH3C1He6ug7ndRCmcd,20.0,97.0,117.0,1.0,1.0,0.0,1ADdmJGkN4WS23vMH3C1He6ug7ndRCmcd,2
966,1AEddqodTKQQvNGExFLEGv9vZy41UEh1jQ,2.0,188.0,190.0,1.0,1.0,0.0,1AEddqodTKQQvNGExFLEGv9vZy41UEh1jQ,2
969,1AGJHUXfyLgp3ujsTerDqiAGRum7o1Mgh4,501.0,0.0,501.0,1.0,0.0,-1.0,1AGJHUXfyLgp3ujsTerDqiAGRum7o1Mgh4,2
972,1AHBdwSF8QqM2XozXFho45m3ebWj4QtVgr,501.0,0.0,501.0,1.0,0.0,-1.0,1AHBdwSF8QqM2XozXFho45m3ebWj4QtVgr,2
973,1AHd31px6fWQ5Uv7YyVbt67ahugm5gFXcn,2.0,210.0,212.0,1.0,1.0,0.0,1AHd31px6fWQ5Uv7YyVbt67ahugm5gFXcn,2
975,1AJMToJaw4TrgpwoAvLrfJb5E9hDA51V3E,2.0,104.0,106.0,1.0,1.0,0.0,1AJMToJaw4TrgpwoAvLrfJb5E9hDA51V3E,2
976,1AJmCDEzH2udLuqAMdbaX3B59Z9Np47qCG,35.0,99.0,134.0,1.0,1.0,0.0,1AJmCDEzH2udLuqAMdbaX3B59Z9Np47qCG,2
977,1AJt7GFQzxpeYAjuyjhtbu99xjpk5Vqi84,357.0,0.0,357.0,1.0,0.0,-1.0,1AJt7GFQzxpeYAjuyjhtbu99xjpk5Vqi84,2
978,1AKtpS9r5mzcLy6CW2SFWDjfbT2anWx2Z,249.0,0.0,249.0,1.0,0.0,-1.0,1AKtpS9r5mzcLy6CW2SFWDjfbT2anWx2Z,2
983,1AR2cbvkEQJM4iHPcyZvpRuoJGLyvqB8Ye,125.0,0.0,125.0,1.0,0.0,-1.0,1AR2cbvkEQJM4iHPcyZvpRuoJGLyvqB8Ye,2
984,1ARrpXVKiXeToMBPgh5S8tAbsEEd415WF5,2.0,101.0,103.0,1.0,1.0,0.0,1ARrpXVKiXeToMBPgh5S8tAbsEEd415WF5,2
985,1ASM1SK692QSzH3HNjH8LjoSNHeyTkRX8a,501.0,0.0,501.0,1.0,0.0,-1.0,1ASM1SK692QSzH3HNjH8LjoSNHeyTkRX8a,2
986,1ASnYPtPP7nX9TUzwfRKvkEjefkVdNHoFV,250.0,0.0,250.0,1.0,0.0,-1.0,1ASnYPtPP7nX9TUzwfRKvkEjefkVdNHoFV,2
987,1ATv15uPVmeHx5aj5GCdSgANzT6nDmbeCE,215.0,0.0,215.0,1.0,0.0,-1.0,1ATv15uPVmeHx5aj5GCdSgANzT6nDmbeCE,2
990,1AU9b6oJCZ3GyQYkK4JmdTqo627gaC6MtT,92.0,69.0,161.0,1.0,2.0,1.0,1AU9b6oJCZ3GyQYkK4JmdTqo627gaC6MtT,2
993,1AVggWhaWKPNAixKS6rTRp7R7YzDhDZVyX,92.0,65.0,157.0,1.0,1.0,0.0,1AVggWhaWKPNAixKS6rTRp7R7YzDhDZVyX,2
994,1AVpC4R9Tp9jxbg6RDKBAi75j8why6bVzo,250.0,0.0,250.0,1.0,0.0,-1.0,1AVpC4R9Tp9jxbg6RDKBAi75j8why6bVzo,2
996,1AXGZGjX4pWBMf8HCx2DnYXyjr7KbczZdx,0.0,324.0,324.0,0.0,1.0,1.0,1AXGZGjX4pWBMf8HCx2DnYXyjr7KbczZdx,2
998,1AarCcQqofroksvhFDZVaoaVkBW2oKUS39,2.0,283.0,285.0,1.0,1.0,0.0,1AarCcQqofroksvhFDZVaoaVkBW2oKUS39,2
999,1AbprxsyrfHuLLrDukSvq1F5sQpLd9Yhma,2.0,101.0,103.0,1.0,1.0,0.0,1AbprxsyrfHuLLrDukSvq1F5sQpLd9Yhma,2
1002,1AdgmZAQ4XqwpByzvQNFRSTUAyRbE3dGkz,125.0,0.0,125.0,1.0,0.0,-1.0,1AdgmZAQ4XqwpByzvQNFRSTUAyRbE3dGkz,2
1003,1AdhV8bHQDARQYX5kNXXKU6XUk8WM2Veu1,357.0,0.0,357.0,1.0,0.0,-1.0,1AdhV8bHQDARQYX5kNXXKU6XUk8WM2Veu1,2
1004,1Ae79XWU3BmFCm3X8hQ8nJrU1m99fhwuPn,501.0,0.0,501.0,1.0,0.0,-1.0,1Ae79XWU3BmFCm3X8hQ8nJrU1m99fhwuPn,2
1006,1AeftSLWj3csBExf4mvfG8R4PGTRopUrDQ,249.0,0.0,249.0,1.0,0.0,-1.0,1AeftSLWj3csBExf4mvfG8R4PGTRopUrDQ,2
1007,1AfBQzRh4j47AdVy2eeM5QFnFtSTfrdfm7,125.0,0.0,125.0,1.0,0.0,-1.0,1AfBQzRh4j47AdVy2eeM5QFnFtSTfrdfm7,2
1008,1AgSYHJScDjewqgV557tGJ3b7MG4ate4ht,0.0,225.0,225.0,0.0,1.0,1.0,1AgSYHJScDjewqgV557tGJ3b7MG4ate4ht,2
1009,1AgcSTJVNmhjn2UrYy6MA618P4A7Bm7rZS,1.0,101.0,102.0,1.0,1.0,0.0,1AgcSTJVNmhjn2UrYy6MA618P4A7Bm7rZS,2
1010,1Ago1iEpeCVQ2561Do2G5xcytK9sc7y6Wr,0.0,102.0,102.0,0.0,2.0,2.0,1Ago1iEpeCVQ2561Do2G5xcytK9sc7y6Wr,2
1011,1AgzBrQ1LqSSuxfnwshiZfSWxTYKiBxe2R,0.0,103.0,103.0,0.0,1.0,1.0,1AgzBrQ1LqSSuxfnwshiZfSWxTYKiBxe2R,2
1012,1AhHKyix69MAzdoSavWZPuW9mKb5EdFQGB,0.0,155.0,155.0,0.0,1.0,1.0,1AhHKyix69MAzdoSavWZPuW9mKb5EdFQGB,2
1013,1Ahrdw4exNtMFuaWcTB6GFAjMxjZLzZ1qe,2.0,100.0,102.0,1.0,1.0,0.0,1Ahrdw4exNtMFuaWcTB6GFAjMxjZLzZ1qe,2
1015,1AjRvBKfNHZuA9jVd4oNGhtUCjFJBf7vHv,92.0,65.0,157.0,1.0,1.0,0.0,1AjRvBKfNHZuA9jVd4oNGhtUCjFJBf7vHv,2
1017,1Am6WXqSikjKPWYkAgJ1yN3t1VzdsmizoD,501.0,0.0,501.0,1.0,0.0,-1.0,1Am6WXqSikjKPWYkAgJ1yN3t1VzdsmizoD,2
1019,1AnkV9MBWJfJw9rKUgfd9d233tn7RPcPVH,249.0,0.0,249.0,1.0,0.0,-1.0,1AnkV9MBWJfJw9rKUgfd9d233tn7RPcPVH,2
1020,1AoCD9m3jZSXFbvZvfAEwSvz5yAqfkP3wS,501.0,0.0,501.0,1.0,0.0,-1.0,1AoCD9m3jZSXFbvZvfAEwSvz5yAqfkP3wS,2
1022,1AocU1sdhJEZn9jRm6ZMx5U2hCsBBeJxaR,94.0,69.0,163.0,2.0,2.0,0.0,1AocU1sdhJEZn9jRm6ZMx5U2hCsBBeJxaR,2
1023,1AovHiiqjS7AKLdeK2JPSAdrywDzTERjxQ,0.0,102.0,102.0,0.0,1.0,1.0,1AovHiiqjS7AKLdeK2JPSAdrywDzTERjxQ,2
1024,1Ap5ScQKEU8P3fZZKJ4CwJkiNZ57unmL8j,501.0,0.0,501.0,1.0,0.0,-1.0,1Ap5ScQKEU8P3fZZKJ4CwJkiNZ57unmL8j,2
1025,1ApZHwUJHjweX2bHwWYew8oTTsGM4tNi7Y,125.0,0.0,125.0,1.0,0.0,-1.0,1ApZHwUJHjweX2bHwWYew8oTTsGM4tNi7Y,2
1026,1ApcxrzEDnHaLzj1T2ED1GKW1smB92oN8q,92.0,65.0,157.0,1.0,1.0,0.0,1ApcxrzEDnHaLzj1T2ED1GKW1smB92oN8q,2
1027,1AptfaZy1JdBgNGGeamxevVaKXBejZyjAk,501.0,0.0,501.0,1.0,0.0,-1.0,1AptfaZy1JdBgNGGeamxevVaKXBejZyjAk,2
1029,1ArmqxfzKmWYVpg6smLhHzH1NpTPNPJdiT,0.0,203.0,203.0,0.0,3.0,3.0,1ArmqxfzKmWYVpg6smLhHzH1NpTPNPJdiT,2
1031,1AsMjcCzsCVJY4MyyTmk5VEZUrzVa3jQSs,500.0,0.0,500.0,1.0,0.0,-1.0,1AsMjcCzsCVJY4MyyTmk5VEZUrzVa3jQSs,2
1033,1AtdtoUzLATckwnPM5yTCfk8zewMNLdPGp,2.0,100.0,102.0,1.0,1.0,0.0,1AtdtoUzLATckwnPM5yTCfk8zewMNLdPGp,2
1034,1AtsKkuA7J37izvwFfvpsniQa7ZKcQ1WXP,501.0,0.0,501.0,1.0,0.0,-1.0,1AtsKkuA7J37izvwFfvpsniQa7ZKcQ1WXP,2
1035,1AuXbhoDvYxBDnGyNNZDamaSFyXACTLMy1,250.0,0.0,250.0,1.0,0.0,-1.0,1AuXbhoDvYxBDnGyNNZDamaSFyXACTLMy1,2
1036,1AvBEpiz4QTyd3yo1gQpxMWtm47eJBg4AP,249.0,0.0,249.0,1.0,0.0,-1.0,1AvBEpiz4QTyd3yo1gQpxMWtm47eJBg4AP,2
1037,1AvUKy9bfCDmuXq5BUwkatHDZ6o8NdxEXA,501.0,0.0,501.0,1.0,0.0,-1.0,1AvUKy9bfCDmuXq5BUwkatHDZ6o8NdxEXA,2
1042,1AxKQqAEVF17Z3A875h4mPybx4AL7DyAo5,501.0,0.0,501.0,1.0,0.0,-1.0,1AxKQqAEVF17Z3A875h4mPybx4AL7DyAo5,2
1046,1AypUFFVkmWvPVihgRgkuZzeRuhG2iPi7z,249.0,0.0,249.0,1.0,0.0,-1.0,1AypUFFVkmWvPVihgRgkuZzeRuhG2iPi7z,2
1048,1B12LeRT7UcoSinBjW36HusKLefJFLT8kM,0.0,152.0,152.0,0.0,1.0,1.0,1B12LeRT7UcoSinBjW36HusKLefJFLT8kM,2
1050,1B1UXr599jMHx1vv9FV78FzniZkDVTRkMW,0.0,102.0,102.0,0.0,2.0,2.0,1B1UXr599jMHx1vv9FV78FzniZkDVTRkMW,2
1054,1B4AKFmupq3jUmWgdzm3r1fmk3uukuDws,125.0,0.0,125.0,1.0,0.0,-1.0,1B4AKFmupq3jUmWgdzm3r1fmk3uukuDws,2
1056,1B4yMPLtFemJSFrMTnZWDNc1zgcaK5qfWs,20.0,97.0,117.0,1.0,1.0,0.0,1B4yMPLtFemJSFrMTnZWDNc1zgcaK5qfWs,2
1057,1B58dJzy7BnpFjfwDYmQUQzYE7iaegvTH5,250.0,0.0,250.0,1.0,0.0,-1.0,1B58dJzy7BnpFjfwDYmQUQzYE7iaegvTH5,2
1061,1B6iscnpMVFfoUabW2tKGuaK1nxkhfRKix,53.0,154.0,207.0,3.0,5.0,2.0,1B6iscnpMVFfoUabW2tKGuaK1nxkhfRKix,2
1062,1B6sXkGjzpz2FA88cSSGs5YjQ4Fk8i3wma,129.0,0.0,129.0,1.0,0.0,-1.0,1B6sXkGjzpz2FA88cSSGs5YjQ4Fk8i3wma,2
1065,1B81zLGgx5NeogFJz3iDUcMK4VeS22wUHU,0.0,102.0,102.0,0.0,2.0,2.0,1B81zLGgx5NeogFJz3iDUcMK4VeS22wUHU,2
1067,1B8ViYvehCr7RTyg1qqpXQyyAtgN2LBema,42.0,78.0,120.0,1.0,1.0,0.0,1B8ViYvehCr7RTyg1qqpXQyyAtgN2LBema,2
1072,1BC8rCzLdjTn3tyTwp3Kgg8TketAZdgAoF,125.0,0.0,125.0,1.0,0.0,-1.0,1BC8rCzLdjTn3tyTwp3Kgg8TketAZdgAoF,2
1074,1BDbGVRBFCqmg9NioXSyaG4nzq7kpYKM3D,0.0,200.0,200.0,0.0,2.0,2.0,1BDbGVRBFCqmg9NioXSyaG4nzq7kpYKM3D,2
1078,1BH1sea7pWnVPMrHYv2VQxwspPffmyUtqd,0.0,102.0,102.0,0.0,2.0,2.0,1BH1sea7pWnVPMrHYv2VQxwspPffmyUtqd,2
1081,1BKzLUzH1yRfuaBRJCXgiYCDa3f6eRwDZ2,357.0,0.0,357.0,1.0,0.0,-1.0,1BKzLUzH1yRfuaBRJCXgiYCDa3f6eRwDZ2,2
1084,1BMpQY76y5Uukzv1LnvZSGzFsM2kXU5PAm,357.0,0.0,357.0,1.0,0.0,-1.0,1BMpQY76y5Uukzv1LnvZSGzFsM2kXU5PAm,2
1086,1BPZNBXMNMB6tS1dwdSnzGH8ZcpMDxC2SK,500.0,0.0,500.0,1.0,0.0,-1.0,1BPZNBXMNMB6tS1dwdSnzGH8ZcpMDxC2SK,2
1087,1BPuC7ffN1cBozY2iC6g1z63UP2Bx44eQW,0.0,117.0,117.0,0.0,2.0,2.0,1BPuC7ffN1cBozY2iC6g1z63UP2Bx44eQW,2
1091,1BQeyeH5hFrS8DvyhWRGZ2q4AK9QwUZxKC,48.0,100.0,148.0,1.0,1.0,0.0,1BQeyeH5hFrS8DvyhWRGZ2q4AK9QwUZxKC,2
1092,1BRQ9nJ3iKbsMFrM6cM8WKc61HKoUWs5yb,501.0,0.0,501.0,1.0,0.0,-1.0,1BRQ9nJ3iKbsMFrM6cM8WKc61HKoUWs5yb,2
1093,1BS8BvC41Q6nxpvntbGaMkhMCdcQKRb9F6,249.0,0.0,249.0,1.0,0.0,-1.0,1BS8BvC41Q6nxpvntbGaMkhMCdcQKRb9F6,2
1095,1BTeEvvf6RcuzHPthfJ3TXGZCwuJ9wycdc,844.0,0.0,844.0,1.0,0.0,-1.0,1BTeEvvf6RcuzHPthfJ3TXGZCwuJ9wycdc,2
1096,1BTu9H7Cmc7P45gAchQJ9ABL8DyH55gmSn,3.0,168.0,171.0,1.0,1.0,0.0,1BTu9H7Cmc7P45gAchQJ9ABL8DyH55gmSn,2
1098,1BUBt2sC8YrH4E2nJhh465k3wb8RX8Uiz7,501.0,0.0,501.0,1.0,0.0,-1.0,1BUBt2sC8YrH4E2nJhh465k3wb8RX8Uiz7,2
1101,1BVjdEN2p4KBhQZmnjeh9fPcgHFxRt16BN,92.0,65.0,157.0,1.0,1.0,0.0,1BVjdEN2p4KBhQZmnjeh9fPcgHFxRt16BN,2
